dataset,n,fluid,geometry,form,model,split,n_seeds,n_test_mean,n_train_mean,R2_mean,within_10pct_mean,within_20pct_mean,MAPE_pct_mean,RMSE_mean,safe_side_frac_mean,R2_sd,within_10pct_sd,MAPE_pct_sd
D4_KAERI_nonuniform,888,water,tube,local,Poly2_Ridge,LOSO,10,88.8,799.2,-3.7876512537045857,0.2077595264259534,0.3684646731927953,65.9824387688569,2099.334730443448,0.5165699779908276,9.368535540580162,0.1915569177586715,82.78010478627591
D4_KAERI_nonuniform,888,water,tube,local,kNN_k5,80/20,20,178.0,710.0,0.945778365102186,0.6227528089887641,0.8581460674157302,10.738709648521551,483.00186221294734,0.5235955056179776,0.0355341658541779,0.0348359910065786,0.7158539838538066
D4_KAERI_nonuniform,888,water,tube,local,kNN_k5,70/30,20,267.0,621.0,0.9400445809257456,0.601685393258427,0.8456928838951312,11.26514397844596,538.0235973540111,0.5350187265917603,0.0331966319911702,0.0258135404052569,0.5742939855735308
D4_KAERI_nonuniform,888,water,tube,local,kNN_k5,LOSO,10,88.8,799.2,-5.31791107292545,0.140008990387847,0.2766517195491713,64.96949124560946,2398.681621487724,0.5349137931034482,11.885644462986232,0.1646729075080423,49.54287135438583
D4_KAERI_nonuniform,888,water,tube,local,RandomForest,80/20,20,178.0,710.0,0.9788506140300616,0.7814606741573035,0.9407303370786516,6.900117247772249,316.664963739295,0.4980337078651685,0.0099350168056838,0.0287561435776847,0.5397412975502516
D4_KAERI_nonuniform,888,water,tube,local,RandomForest,70/30,20,267.0,621.0,0.980561992295464,0.7640449438202247,0.9382022471910112,7.236564417925187,311.5550505546861,0.4988764044943821,0.0079305940584352,0.0198555794944126,0.464836284476328
D4_KAERI_nonuniform,888,water,tube,local,RandomForest,LOSO,10,88.8,799.2,-2.672454216417128,0.1415240927990474,0.2976379646434092,71.37914391588845,2380.3537997510502,0.5415110693400168,4.465883654967254,0.1474723544354313,81.02250678108601
D4_KAERI_nonuniform,888,water,tube,local,ExtraTrees,80/20,20,178.0,710.0,0.98180448530477,0.8637640449438203,0.9674157303370788,4.936488864530712,297.89884753022716,0.5129213483146068,0.0119665352248313,0.0267805424975205,0.4458848476907018
D4_KAERI_nonuniform,888,water,tube,local,ExtraTrees,70/30,20,267.0,621.0,0.9783189644091276,0.8464419475655429,0.9632958801498128,5.2861909518192745,334.47985587401985,0.5129213483146067,0.0107884982442226,0.0213602423441494,0.309067314621203
D4_KAERI_nonuniform,888,water,tube,local,ExtraTrees,LOSO,10,88.8,799.2,-3.771659382256704,0.0892528015440901,0.1984140187633835,82.63162205319693,2357.814157218561,0.4883548670526891,6.80069096568869,0.1149987324061935,108.2607640165108
D4_KAERI_nonuniform,888,water,tube,local,HistGB,80/20,20,178.0,710.0,0.9325076939379648,0.796629213483146,0.922752808988764,8.411883642769848,602.5956498914118,0.5036516853932584,0.0417062516381693,0.0203459145508843,1.0804900292166246
D4_KAERI_nonuniform,888,water,tube,local,HistGB,70/30,20,267.0,621.0,0.9251806536197088,0.7715355805243446,0.9123595505617976,9.226193392400235,635.5644184950631,0.5043071161048688,0.0330335461678348,0.0219735796512576,1.1473555070318746
D4_KAERI_nonuniform,888,water,tube,local,HistGB,LOSO,10,88.8,799.2,-2.600743110762219,0.1818077641421562,0.3333808059420582,67.13774611167517,2229.1043500236055,0.4951138982513755,4.898105948849439,0.2044599480328301,72.83917904792371
D4_KAERI_nonuniform,888,water,tube,local,SVR_RBF,80/20,20,178.0,710.0,0.9706933165604392,0.9191011235955054,0.9870786516853932,4.432708149755324,337.0508203215115,0.5528089887640449,0.060071665880476,0.0188013489108781,0.2878843272109385
D4_KAERI_nonuniform,888,water,tube,local,SVR_RBF,70/30,20,267.0,621.0,0.957275944761885,0.9119850187265915,0.9837078651685396,4.619540045284369,400.08311527842136,0.5518726591760299,0.0690784373499811,0.015152773539111,0.2914810167796
D4_KAERI_nonuniform,888,water,tube,local,SVR_RBF,LOSO,10,88.8,799.2,-1.5093838937443118,0.2492263848546477,0.4703093304970273,53.17831129815512,2283.811450269357,0.554365993806605,4.469575692916665,0.2117509133573347,62.47643740068158
D4_KAERI_nonuniform,888,water,tube,local,MLP,80/20,20,178.0,710.0,0.9283177878930284,0.6179775280898876,0.867696629213483,10.209326604082351,432.4633938991254,0.5162921348314606,0.1454528409940103,0.0805300746566491,1.67207591236676
D4_KAERI_nonuniform,888,water,tube,local,MLP,70/30,20,267.0,621.0,0.9322463987726854,0.6835205992509362,0.904494382022472,9.044341498436289,490.0015259824155,0.5262172284644194,0.1223498570316473,0.0508112354055334,0.813577824406808
D4_KAERI_nonuniform,888,water,tube,local,MLP,LOSO,10,88.8,799.2,-416.74238191892266,0.0477334668556183,0.1006015703774928,406.86068397036274,24747.53964959761,0.4490056034286608,683.9021466993562,0.0573021675828278,338.3652446347975
D4_KAERI_nonuniform,888,water,tube,local,XGBoost,80/20,20,178.0,710.0,0.9764456136740398,0.8581460674157304,0.9646067415730336,5.582678251434993,319.18998226325743,0.5207865168539326,0.0316774543234725,0.0292131988340802,0.4510793903173812
D4_KAERI_nonuniform,888,water,tube,local,XGBoost,70/30,20,267.0,621.0,0.9746575171904476,0.8417602996254683,0.9595505617977528,5.834871400128061,350.18814890566,0.5189138576779027,0.0198341780602312,0.0196640946586565,0.4342207847834927
D4_KAERI_nonuniform,888,water,tube,local,XGBoost,LOSO,10,88.8,799.2,-18.49079588224081,0.1339254385964912,0.2777412280701754,126.85013180656918,3707.443714829255,0.4036685463659147,33.84419876352669,0.1993629710910146,141.26522945303176
D4_KAERI_nonuniform,888,water,tube,local,LightGBM,80/20,20,178.0,710.0,0.9478382223345452,0.8089887640449438,0.9266853932584268,8.250132813625665,508.759005261213,0.4890449438202246,0.0279711196310484,0.0195464149982713,1.107956413215462
D4_KAERI_nonuniform,888,water,tube,local,LightGBM,70/30,20,267.0,621.0,0.9510976353739812,0.7930711610486891,0.9179775280898876,8.975462048486342,500.1677780094757,0.4911985018726591,0.0135341026725951,0.0218683315145486,1.4248921843961773
D4_KAERI_nonuniform,888,water,tube,local,LightGBM,LOSO,10,88.8,799.2,-2.290882391369446,0.163693020866342,0.3229218760502789,64.17910894960217,2146.3352772464737,0.4634767474241158,4.472499445920772,0.1849257645844082,68.60748477676019
D4_KAERI_nonuniform,888,water,tube,local,CatBoost,80/20,20,178.0,710.0,0.9742193125276984,0.8466292134831461,0.971629213483146,5.8413665391956435,349.4535048298118,0.502247191011236,0.0184183294516329,0.02405013843754,0.343216217657087
D4_KAERI_nonuniform,888,water,tube,local,CatBoost,70/30,20,267.0,621.0,0.9747500767951036,0.844943820224719,0.9668539325842695,5.98293190745324,351.49964535320316,0.5136704119850187,0.0176692739035491,0.0232279673818899,0.3245039559281194
D4_KAERI_nonuniform,888,water,tube,local,CatBoost,LOSO,10,88.8,799.2,-1.434984191724247,0.1653236419593044,0.3070136653634571,59.24521947573568,2102.4788684289174,0.5748882143097207,3.018025850138662,0.1774235884198323,75.01652112018567
D4_KAERI_nonuniform,888,water,tube,local,GPR_Matern,80/20,20,178.0,710.0,0.983146870513125,0.9202247191011236,0.9887640449438204,3.8859650396889753,272.13339545595403,0.5109550561797753,0.0238288534144845,0.01800707211654,0.2883700583346345
D4_KAERI_nonuniform,888,water,tube,local,GPR_Matern,70/30,20,267.0,621.0,0.9811363781190734,0.9168539325842696,0.9853932584269663,3.957376042028387,296.1345189059436,0.5164794007490635,0.0189068438434445,0.0142020908233171,0.2421941285435424
D4_KAERI_nonuniform,888,water,tube,local,GPR_Matern,LOSO,10,88.8,799.2,-0.5892694911176688,0.2654652685589357,0.4723122273856606,45.503629663520336,2081.95311528814,0.5054983460000418,2.3009679930365623,0.2303113444166846,47.30525652093236
D4_KAERI_nonuniform,888,water,tube,inlet,Linear,80/20,20,178.0,710.0,0.9167515737624712,0.4095505617977528,0.7160112359550562,20.24728259181192,566.8551752972996,0.5030898876404495,0.0552831527786678,0.0326005791275791,2.2861270719749425
D4_KAERI_nonuniform,888,water,tube,inlet,Linear,70/30,20,267.0,621.0,0.9198951328566378,0.4104868913857677,0.7200374531835205,19.50550279682966,610.7866571061196,0.5061797752808989,0.0423876531568058,0.0285855474148267,1.8266203248656072
D4_KAERI_nonuniform,888,water,tube,inlet,Linear,LOSO,10,88.8,799.2,-13.676663218664755,0.1098204565099703,0.2310984481412689,94.03168689835522,1827.2755998303403,0.4423676276615791,41.607732733026126,0.1150998860188855,133.94501142912404
D4_KAERI_nonuniform,888,water,tube,inlet,Poly2_Ridge,80/20,20,178.0,710.0,0.8159683933175451,0.7665730337078651,0.9179775280898876,11.694832578141606,570.8259267980759,0.4929775280898877,0.6727697383366752,0.0252216929429595,2.270501270051843
D4_KAERI_nonuniform,888,water,tube,inlet,Poly2_Ridge,70/30,20,267.0,621.0,0.4281203882902747,0.7670411985018728,0.9138576779026218,11.434894877333026,1013.4461961947566,0.5088014981273409,1.3619052323343976,0.0231068713778138,1.8063190839829224
D4_KAERI_nonuniform,888,water,tube,inlet,Poly2_Ridge,LOSO,10,88.8,799.2,-195.9360522343323,0.1912434476937257,0.2928487373070707,241.17646121885355,49057.89205325162,0.4356407016804917,599.707366010666,0.2188088141341861,519.6945919280724
D4_KAERI_nonuniform,888,water,tube,inlet,kNN_k5,80/20,20,178.0,710.0,0.924821186258868,0.574438202247191,0.8148876404494383,15.943993082870303,547.363215761013,0.545505617977528,0.0506303327681813,0.035054653941835,2.1076333274024535
D4_KAERI_nonuniform,888,water,tube,inlet,kNN_k5,70/30,20,267.0,621.0,0.9227508133470238,0.5479400749063671,0.798689138576779,16.270508959788607,598.3280431673171,0.5432584269662921,0.0438372449750071,0.0244874425855509,1.747672682263031
D4_KAERI_nonuniform,888,water,tube,inlet,kNN_k5,LOSO,10,88.8,799.2,-4.591871113019437,0.1345523619597955,0.2779943121417639,65.31241638333455,2326.1005724072543,0.5638567323481116,10.275213848329155,0.1624860206247169,53.670914016069226
D4_KAERI_nonuniform,888,water,tube,inlet,RandomForest,80/20,20,178.0,710.0,0.9652132158009138,0.797191011235955,0.9348314606741572,10.17283604343062,391.7602534261209,0.490449438202247,0.0170357521994749,0.0293847049803686,1.9190260443917624
D4_KAERI_nonuniform,888,water,tube,inlet,RandomForest,70/30,20,267.0,621.0,0.969239224540676,0.7797752808988763,0.9322097378277154,10.384679514156492,381.2755723636571,0.4911985018726593,0.0153998073880706,0.01829181872315,1.9728048283492856
D4_KAERI_nonuniform,888,water,tube,inlet,RandomForest,LOSO,10,88.8,799.2,-2.793211924426269,0.1178912559175717,0.2561410470620996,74.38550490614098,2386.636856667731,0.549932470064049,3.733974699571671,0.1494466254038058,80.43559481231713
D4_KAERI_nonuniform,888,water,tube,inlet,ExtraTrees,80/20,20,178.0,710.0,0.967953824209854,0.8497191011235955,0.9460674157303368,9.037216864102684,362.72183167367825,0.5025280898876405,0.0194979440378991,0.0260255659290524,2.0329028385703225
D4_KAERI_nonuniform,888,water,tube,inlet,ExtraTrees,70/30,20,267.0,621.0,0.9681495816587032,0.8333333333333334,0.9415730337078652,9.697807500561453,390.1142278407591,0.5091760299625468,0.0148039730319779,0.0207465656923024,2.741315225820237
D4_KAERI_nonuniform,888,water,tube,inlet,ExtraTrees,LOSO,10,88.8,799.2,-3.1824053865038735,0.0303805010610818,0.1428667542623911,78.99237852194108,2426.4596892190248,0.4605545112781954,4.352974253424927,0.0388061709378657,79.26021779111892
D4_KAERI_nonuniform,888,water,tube,inlet,HistGB,80/20,20,178.0,710.0,0.9241767867133112,0.7800561797752807,0.9098314606741572,11.01298758933948,626.9704935153511,0.5014044943820226,0.0412903323257413,0.021741148988021,1.9186130473157508
D4_KAERI_nonuniform,888,water,tube,inlet,HistGB,70/30,20,267.0,621.0,0.9167064583062864,0.7653558052434458,0.9054307116104868,10.975215352505444,661.0102399717109,0.5093632958801498,0.0406081389795814,0.0170672268909838,1.6845537605727685
D4_KAERI_nonuniform,888,water,tube,inlet,HistGB,LOSO,10,88.8,799.2,-1.9705380683988392,0.1603585712365204,0.3242547240219133,65.35585981954543,2226.6602735972997,0.5364219576719578,2.3245508551945826,0.1978263976542731,63.87735499303827
D4_KAERI_nonuniform,888,water,tube,inlet,SVR_RBF,80/20,20,178.0,710.0,0.9580121721302834,0.8676966292134832,0.9393258426966292,11.138091937718114,410.610431504843,0.5547752808988763,0.0484052854249219,0.0209790181717318,3.174130786516279
D4_KAERI_nonuniform,888,water,tube,inlet,SVR_RBF,70/30,20,267.0,621.0,0.9499704463880276,0.8692883895131086,0.9398876404494384,10.616033899480026,455.8112024005137,0.550749063670412,0.0590282702928504,0.0148277168744264,2.396215258297354
D4_KAERI_nonuniform,888,water,tube,inlet,SVR_RBF,LOSO,10,88.8,799.2,-1.617741683611552,0.2996157764343097,0.5606768714984558,58.22406585756546,2245.2123057564213,0.5448712810461306,5.466831001149651,0.1946225258565417,79.18451984349932
D4_KAERI_nonuniform,888,water,tube,inlet,MLP,80/20,20,178.0,710.0,0.9219781747499964,0.4592696629213483,0.7685393258426967,18.590693496531408,530.9908851016709,0.5146067415730337,0.069293804705583,0.0839413078510333,4.10763211176671
D4_KAERI_nonuniform,888,water,tube,inlet,MLP,70/30,20,267.0,621.0,0.9407880063247294,0.5679775280898877,0.8297752808988765,15.372768313269011,503.3131931994404,0.5262172284644193,0.0488851006139791,0.0800729074621285,2.452668639617358
D4_KAERI_nonuniform,888,water,tube,inlet,MLP,LOSO,10,88.8,799.2,-1914.2681749234107,0.0436892835458409,0.1163881495571466,824.9403611886476,82928.71057134807,0.4892128668056827,2331.622816852781,0.0728964670174361,923.2959285773704
D4_KAERI_nonuniform,888,water,tube,inlet,XGBoost,80/20,20,178.0,710.0,0.9575658228954798,0.8410112359550561,0.9308988764044944,9.978821417594428,417.2570520177375,0.5092696629213485,0.0333980534434908,0.0223310190048896,2.0663885155329464
D4_KAERI_nonuniform,888,water,tube,inlet,XGBoost,70/30,20,267.0,621.0,0.957078972171753,0.8258426966292136,0.9299625468164792,10.297284880731974,448.4915115542341,0.5058052434456929,0.0231033405748747,0.0237030518508623,2.6221170202797093
D4_KAERI_nonuniform,888,water,tube,inlet,XGBoost,LOSO,10,88.8,799.2,-15.853074362592768,0.1553768129339742,0.294505372036649,121.35700215116653,3549.6451127350665,0.3570551378446115,29.84477420713088,0.2031936917954841,135.77117259878497
D4_KAERI_nonuniform,888,water,tube,inlet,LightGBM,80/20,20,178.0,710.0,0.9409576822104528,0.7994382022471911,0.9205056179775282,10.469642538580782,526.6011245339778,0.4985955056179776,0.0278080510139923,0.0309914746043083,1.7764127815232535
D4_KAERI_nonuniform,888,water,tube,inlet,LightGBM,70/30,20,267.0,621.0,0.94706406949222,0.7779026217228464,0.9121722846441948,10.599292404962762,513.0970486796118,0.5110486891385768,0.0175338199453369,0.0205175520881762,1.7418754643055148
D4_KAERI_nonuniform,888,water,tube,inlet,LightGBM,LOSO,10,88.8,799.2,-2.022051753736812,0.1691487427585357,0.2966865667718067,66.24798099548612,2231.4849931379126,0.5126368003341687,2.446324861350725,0.1824356127949734,65.11757457217358
D4_KAERI_nonuniform,888,water,tube,inlet,CatBoost,80/20,20,178.0,710.0,0.9543346035939576,0.8123595505617978,0.941011235955056,10.31380648981936,454.6585973387752,0.499438202247191,0.0213416618747218,0.0190645630556299,1.8884156422545288
D4_KAERI_nonuniform,888,water,tube,inlet,CatBoost,70/30,20,267.0,621.0,0.9591493639153588,0.8125468164794007,0.9389513108614232,10.100699640412769,445.6570594306059,0.504307116104869,0.0182385252809771,0.015297036967121,1.8388669951005183
D4_KAERI_nonuniform,888,water,tube,inlet,CatBoost,LOSO,10,88.8,799.2,-1.2742535965205108,0.1946548063437141,0.3742375138836578,53.07885320860588,2034.4379584338883,0.5632867369573359,2.6486378625246485,0.1916201865659512,58.38681507415271
D4_KAERI_nonuniform,888,water,tube,inlet,GPR_Matern,80/20,20,178.0,710.0,0.0277001649325482,0.1421348314606741,0.2623595505617977,67.64102957497133,2190.7215334788366,0.5446629213483146,0.2243299374532521,0.1524892731476736,14.760847360490391
D4_KAERI_nonuniform,888,water,tube,inlet,GPR_Matern,70/30,20,267.0,621.0,0.0735663328265986,0.1756554307116105,0.296441947565543,64.66008041910527,2126.5799632198223,0.5436329588014981,0.3075922445863004,0.2096459346438816,18.93695306976089
D4_KAERI_nonuniform,888,water,tube,inlet,GPR_Matern,LOSO,10,88.8,799.2,-4.724045919790369,0.1154193899782135,0.2158239395623296,81.96495025625663,2670.8865945435355,0.6122007349948526,6.4748563684293545,0.1413194151541151,80.45429645987483
D4_KAERI_nonuniform,888,water,tube,reduced,Linear,80/20,20,178.0,710.0,0.854512371659211,0.2929775280898876,0.5679775280898876,24.53690818233934,792.8823138575278,0.5008426966292135,0.079070190998685,0.0261147712152163,2.726844758354815
D4_KAERI_nonuniform,888,water,tube,reduced,Linear,70/30,20,267.0,621.0,0.8721046866097654,0.298689138576779,0.5649812734082396,23.878348372577392,766.6130122531811,0.5065543071161047,0.0680026974983954,0.0203286710936542,1.9681925372519984
D4_KAERI_nonuniform,888,water,tube,reduced,Linear,LOSO,10,88.8,799.2,-3.6520762391031583,0.1198930510041827,0.2269924945836106,172.11576826032604,3320.483521815577,0.5132235212820067,4.266727811162786,0.1071283295827125,364.6650337127713
D4_KAERI_nonuniform,888,water,tube,reduced,Poly2_Ridge,80/20,20,178.0,710.0,0.8370043226343551,0.4123595505617977,0.699438202247191,20.15589814772272,668.3094317705702,0.4814606741573033,0.3900178889277039,0.043033005322736,2.715904027615576
D4_KAERI_nonuniform,888,water,tube,reduced,Poly2_Ridge,70/30,20,267.0,621.0,0.6971662370887424,0.4108614232209738,0.7044943820224719,19.61169263322544,913.3316903291646,0.4893258426966291,0.5869262601964671,0.0315492543630873,2.0023095515429974
D4_KAERI_nonuniform,888,water,tube,reduced,Poly2_Ridge,LOSO,10,88.8,799.2,-37.501180850351574,0.1104945201314321,0.2797163829129751,121.44971023698449,3359.176142998348,0.5535304991408211,103.92976798143717,0.08864957040841,145.25424029169133
D4_KAERI_nonuniform,888,water,tube,reduced,kNN_k5,80/20,20,178.0,710.0,0.902330261653748,0.4426966292134831,0.7044943820224719,20.375964749220188,608.2543954818452,0.5328651685393259,0.0704567036619848,0.0348991159202526,2.75354779941941
D4_KAERI_nonuniform,888,water,tube,reduced,kNN_k5,70/30,20,267.0,621.0,0.9014412469731168,0.4205992509363296,0.7005617977528089,20.30094508730027,668.5265586055373,0.5342696629213484,0.0631558636694261,0.0292922258310697,2.0096772034724015
D4_KAERI_nonuniform,888,water,tube,reduced,kNN_k5,LOSO,10,88.8,799.2,-7.863826890002746,0.1260295614515215,0.2436937290544369,76.73740909911561,2636.9351669381663,0.5553838259441708,17.360934525307535,0.1485585250181223,59.73933073694918
D4_KAERI_nonuniform,888,water,tube,reduced,RandomForest,80/20,20,178.0,710.0,0.9283433714897388,0.5646067415730338,0.7935393258426967,17.88260362187324,511.95043753369293,0.4907303370786516,0.0596732794939246,0.0347990158118267,3.110497125987444
D4_KAERI_nonuniform,888,water,tube,reduced,RandomForest,70/30,20,267.0,621.0,0.9392862743014736,0.5415730337078652,0.7872659176029962,17.66233535165859,501.0604065295928,0.4910112359550561,0.052423566539689,0.0282477984708875,2.743221407021477
D4_KAERI_nonuniform,888,water,tube,reduced,RandomForest,LOSO,10,88.8,799.2,-4.247124173896944,0.1387093932148378,0.2581134349283169,99.39192387005502,2647.9646628489472,0.5269590043115452,5.7022707335870795,0.1321180077498455,155.47282463395996
D4_KAERI_nonuniform,888,water,tube,reduced,ExtraTrees,80/20,20,178.0,710.0,0.9124898280525476,0.5817415730337079,0.7834269662921348,18.372101819593546,553.8295587535497,0.495505617977528,0.0784249283886447,0.0448503981736356,3.4925183797529207
D4_KAERI_nonuniform,888,water,tube,reduced,ExtraTrees,70/30,20,267.0,621.0,0.9231166856355836,0.5567415730337079,0.7758426966292135,18.113233835763804,567.0118540283829,0.500187265917603,0.0613210790556219,0.0297715923810719,3.1947702771947295
D4_KAERI_nonuniform,888,water,tube,reduced,ExtraTrees,LOSO,10,88.8,799.2,-4.407495617844556,0.0710559204524721,0.1759834932157981,99.2645284532401,2591.2831867321197,0.5343340631271666,5.766904079447861,0.1043693129569734,148.57489294884567
D4_KAERI_nonuniform,888,water,tube,reduced,HistGB,80/20,20,178.0,710.0,0.8934698877043801,0.5325842696629214,0.7634831460674157,17.89651773504822,699.5268841374229,0.5047752808988764,0.0550668490524413,0.0316543837925985,2.6458637816995516
D4_KAERI_nonuniform,888,water,tube,reduced,HistGB,70/30,20,267.0,621.0,0.8935014489707995,0.5164794007490638,0.7591760299625468,17.559517274237134,723.9654743709256,0.5018726591760299,0.0496982895130721,0.0203295790086674,2.0726522926326587
D4_KAERI_nonuniform,888,water,tube,reduced,HistGB,LOSO,10,88.8,799.2,-3.858712927622425,0.0978544661462084,0.1986506344609718,85.45766812260138,2500.342904185357,0.6120557380040139,5.155150998068142,0.1569764355735766,111.13670393512788
D4_KAERI_nonuniform,888,water,tube,reduced,SVR_RBF,80/20,20,178.0,710.0,0.9111947367539664,0.5325842696629213,0.7581460674157303,19.638977033898897,557.7237593386701,0.5210674157303371,0.0866565653049562,0.0299280305822427,3.747801441520118
D4_KAERI_nonuniform,888,water,tube,reduced,SVR_RBF,70/30,20,267.0,621.0,0.906894407627236,0.5303370786516854,0.7597378277153559,19.217893083981412,609.6847574698534,0.5174157303370788,0.0888150079123969,0.0248257946279242,2.9779643354569236
D4_KAERI_nonuniform,888,water,tube,reduced,SVR_RBF,LOSO,10,88.8,799.2,-4.276310755139674,0.1500026039438884,0.309991530495845,88.17806553164789,2685.102943926879,0.5184924152849286,7.271178524008177,0.1085949465141501,112.40344716461874
D4_KAERI_nonuniform,888,water,tube,reduced,MLP,80/20,20,178.0,710.0,0.887713837813763,0.3609550561797752,0.6314606741573032,23.218656668685615,634.1581084402159,0.5115168539325843,0.0896652293106247,0.0526027087111862,3.7705050237448097
D4_KAERI_nonuniform,888,water,tube,reduced,MLP,70/30,20,267.0,621.0,0.907074576459282,0.3728464419475655,0.6634831460674159,21.026935214403327,642.9691474746131,0.5189138576779027,0.0592402888109235,0.0360361748382832,2.266891552218537
D4_KAERI_nonuniform,888,water,tube,reduced,MLP,LOSO,10,88.8,799.2,-391.3299793716459,0.0503883581595731,0.0877648514919488,440.76684080822395,20245.424276016176,0.3928957706103319,630.3591670893292,0.0700418470979924,509.7328804552953
D4_KAERI_nonuniform,888,water,tube,reduced,XGBoost,80/20,20,178.0,710.0,0.9156518061870648,0.5688202247191011,0.7845505617977528,18.42447691744642,545.7896385562238,0.5030898876404494,0.0704347739769776,0.0379664952358885,3.096710445758056
D4_KAERI_nonuniform,888,water,tube,reduced,XGBoost,70/30,20,267.0,621.0,0.925412258351522,0.5531835205992509,0.7756554307116104,18.3149030377189,552.8106932519365,0.502247191011236,0.0638520046504285,0.0240923108444836,3.0398430339044142
D4_KAERI_nonuniform,888,water,tube,reduced,XGBoost,LOSO,10,88.8,799.2,-9.983507845073031,0.1274554921787226,0.2445849537637197,123.83354939600528,3230.7821859578125,0.4068288177339901,13.064839175870356,0.1335649933967904,126.6019431962212
D4_KAERI_nonuniform,888,water,tube,reduced,LightGBM,80/20,20,178.0,710.0,0.9060844090752967,0.5463483146067416,0.7696629213483145,17.751990714565736,626.5119112047566,0.5151685393258428,0.0550398259165598,0.0351020091190373,2.6563454223236165
D4_KAERI_nonuniform,888,water,tube,reduced,LightGBM,70/30,20,267.0,621.0,0.9205563054693116,0.5202247191011236,0.7631086142322098,17.70654493613888,599.7178706205302,0.5134831460674157,0.0461585940022886,0.0231164546524545,2.154229531503654
D4_KAERI_nonuniform,888,water,tube,reduced,LightGBM,LOSO,10,88.8,799.2,-3.724145569826802,0.0884048723340919,0.210646116460991,83.45260126122358,2401.719825428975,0.5830858155926214,4.742520572831687,0.1151789906468657,109.04388957100888
D4_KAERI_nonuniform,888,water,tube,reduced,CatBoost,80/20,20,178.0,710.0,0.9154667222691412,0.5182584269662922,0.7657303370786517,18.06394184868887,565.305095988014,0.508988764044944,0.0616696921461245,0.0392994335588064,2.6457220057591906
D4_KAERI_nonuniform,888,water,tube,reduced,CatBoost,70/30,20,267.0,621.0,0.9306174817354232,0.5121722846441947,0.7657303370786517,17.57242756756721,544.5604269744547,0.5067415730337078,0.0508776809052371,0.023464352221239,2.279071748893732
D4_KAERI_nonuniform,888,water,tube,reduced,CatBoost,LOSO,10,88.8,799.2,-3.674434737648476,0.0933723196881091,0.1885780018648065,83.2351863407552,2546.5406578329744,0.5803024923419661,5.4435045674500255,0.0926935942408004,106.76934203493498
D4_KAERI_nonuniform,888,water,tube,reduced,GPR_Matern,80/20,20,178.0,710.0,0.7958587050140831,0.4188202247191011,0.6766853932584269,25.11999429486955,736.4145075170018,0.5084269662921349,0.3379991039376405,0.1215145908359095,15.5576771598667
D4_KAERI_nonuniform,888,water,tube,reduced,GPR_Matern,70/30,20,267.0,621.0,0.7914893965305707,0.4116104868913857,0.6749063670411986,25.249841555001552,793.3988751582885,0.5110486891385768,0.3499276929537411,0.1122800165317952,17.61155684256297
D4_KAERI_nonuniform,888,water,tube,reduced,GPR_Matern,LOSO,10,88.8,799.2,-2.762252813285328,0.1020417291029218,0.2058936747370593,85.33309428617216,2544.724148537054,0.5426910212926324,2.7570532824302862,0.1149784864048145,113.88683172891396
D2_Zhao2020,1865,water,tube_annulus_plate,local,Linear,80/20,20,373.0,1492.0,0.7522578597965603,0.3630026809651475,0.6624664879356568,17.688598951457855,1002.0163198749644,0.5132707774798927,0.0201512017779761,0.0191439447747792,0.7074691944396745
D2_Zhao2020,1865,water,tube_annulus_plate,local,Linear,70/30,20,560.0,1305.0,0.7423034874535263,0.3641964285714286,0.6635714285714286,17.789423144054577,1012.3198459791944,0.5160714285714286,0.0151622789341863,0.0150129173703822,0.5365412945265629
D2_Zhao2020,1865,water,tube_annulus_plate,local,Linear,LOSO,10,186.5,1678.5,-4.199499270499444,0.2813914726064077,0.517601637945815,33.64407851317137,1890.4951517340169,0.3874210046939295,14.301264484103257,0.1456782323941952,25.165372874592485
D2_Zhao2020,1865,water,tube_annulus_plate,local,Poly2_Ridge,80/20,20,373.0,1492.0,0.8090765416719778,0.5384718498659516,0.8154155495978552,12.754516827364816,866.9983595359142,0.5398123324396783,0.0883346091674973,0.0223507341297301,0.6042113438547914
D2_Zhao2020,1865,water,tube_annulus_plate,local,Poly2_Ridge,70/30,20,560.0,1305.0,0.8111750511910506,0.5344642857142856,0.8121428571428572,12.88304992740907,859.7977739783839,0.5370535714285714,0.0614519272033097,0.0169912231718754,0.396866721278198
D2_Zhao2020,1865,water,tube_annulus_plate,local,Poly2_Ridge,LOSO,10,186.5,1678.5,-0.1509027615152684,0.294365476631334,0.5370913485276773,25.269265024500356,1516.7056444221676,0.6345946200270218,1.3531125513607154,0.1739247564643439,11.015961462698542
D2_Zhao2020,1865,water,tube_annulus_plate,local,kNN_k5,80/20,20,373.0,1492.0,0.8526701508854714,0.6036193029490616,0.8498659517426272,10.708386882577155,774.411112923319,0.5327077747989277,0.0177225348214938,0.0195133594350077,0.5335837516146946
D2_Zhao2020,1865,water,tube_annulus_plate,local,kNN_k5,70/30,20,560.0,1305.0,0.8363314597507359,0.5880357142857143,0.8354464285714286,11.353448303491383,805.739339204067,0.5321428571428571,0.021565354973442,0.0175069036559185,0.50474426894569
D2_Zhao2020,1865,water,tube_annulus_plate,local,kNN_k5,LOSO,10,186.5,1678.5,0.1936649504563063,0.2490873842134447,0.4927112313673653,26.094536484734142,1436.2254342027584,0.5366352377496908,0.6651741937639492,0.1800121077659482,13.926641676245907
